gene_id	gene_name	gene_description	chr	start	end	strand	baseMean	log2FoldChange	padj	significant	direction
10047	CST8	cystatin 8	chr20	23491101	23496010	+	4109.7704197932	2.91356296629815	0.0104557084715343	TRUE	Up
57143	ADCK1	aarF domain containing kinase 1	chr14	77800109	77935014	+	9067.54591936478	1.33943004955952	2.82375271304111e-05	TRUE	Up
441116	LINC01951	long intergenic non-protein coding RNA 1951	chr5	174919082	174995513	-	7596.54368492076	1.8262082014676	1.4250000977881e-06	TRUE	Up
168620	BHLHA15	basic helix-loop-helix family member a15	chr7	98211439	98215457	+	1371.01468816865	-2.83854151689992	0.0159639871961569	TRUE	Down
442890	MIR133B	microRNA 133b	chr6	52148923	52149041	+	4424.42306352081	2.03764374915259	0.00836319428717095	TRUE	Up
23498	HAAO	3-hydroxyanthranilate 3,4-dioxygenase	chr2	42767089	42792593	-	2057.59227228584	0.484635616059807	2.92190659425712e-06	FALSE	Up
63893	UBE2O	ubiquitin conjugating enzyme E2 O	chr17	76389456	76453152	-	7793.57597581809	-1.51814270527598	2.03859971259195e-06	TRUE	Down
100302115	MIR1468	microRNA 1468	chrX	63786002	63786087	-	4502.4554220913	0.99260582825577	0.00832627409098348	FALSE	Up
107987423	LOC107987423	liver carboxylesterase 1-like	chr16_GL383556v1_alt	422	17854	+	6428.89816981973	-1.2855680470596	6.85456555609785e-05	TRUE	Down
442388	SDR16C6P	short chain dehydrogenase/reductase family 16C member 6, pseudogene	chr8	56373064	56395365	-	5967.40058386466	0.930242692131488	0.000185399459363595	FALSE	Up
23443	SLC35A3	solute carrier family 35 member A3	chr1	99969351	100035634	+	8524.44675209466	-0.089116009865464	0.00112965060100807	FALSE	Down
51604	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	chr20	45416084	45456926	+	9451.54242341407	0.159616706029024	3.87123225974194e-05	FALSE	Up
101054525	PGR-AS1	PGR antisense RNA 1	chr11	101129077	101209591	+	8187.0240547834	1.83327213815274	0.516931742336416	FALSE	Up
124900276	LOC124900276	cuticle collagen 2-like	chr9	136721366	136728184	-	1260.67586569814	1.57734670741544	0.00218755133717974	TRUE	Up
730101	LOC730101	uncharacterized LOC730101	chr6	52664366	52669155	+	6864.10932101775	-2.01530703175649	0.283944304588288	FALSE	Down
3588	IL10RB	interleukin 10 receptor subunit beta	chr21	33266367	33311420	+	131.673427871428	2.59985865301875	0.564002807253245	FALSE	Up
128966729	LOC128966729	putative killer cell immunoglobulin-like receptor like protein KIR3DP1	chr19_KI270890v1_alt	98179	111582	-	3455.09875451215	1.48956470359432	1.19275066509354e-05	TRUE	Up
3551	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta	chr8	42271302	42332460	+	837.927672825754	1.71471107957168	1.34748955858437e-06	TRUE	Up
113218505	MIR10527	microRNA 10527	chr12	63822021	63823895	+	3288.13388281735	-1.51916905156449	0.000270874003112024	TRUE	Down
91039	DPP9	dipeptidyl peptidase 9	chr19	4674341	4724673	-	5313.88529954478	-1.12386229260485	0.154192355500569	FALSE	Down
333932	H3C15	H3 clustered histone 15	chr1	149852608	149853125	+	7131.30922436947	2.60988133752943	0.910555332462268	FALSE	Up
105371828	LINC02073	long intergenic non-protein coding RNA 2073	chr17	51336737	51445802	+	6749.77433321299	-1.37920395553749	0.00192742313579976	TRUE	Down
105376860	LOC105376860	uncharacterized LOC105376860	chr1	23790609	23793558	-	2133.65579969017	0.0912777924665536	0.00575866274102778	FALSE	Up
105377505	LOC105377505	uncharacterized LOC105377505	chr4	155496110	155520353	+	899.612698897254	-1.42074134130666	0.0123740154818869	TRUE	Down
107985561	LOC107985561	uncharacterized LOC107985561	chr22	32327064	32343105	-	8769.77270354517	-1.7571157731457	0.0128430492110558	TRUE	Down
7545	ZIC1	Zic family member 1	chr3	147393895	147416719	+	7343.15433254	-0.012880997287611	0.000750462157166727	FALSE	Down
100422966	MIR4277	microRNA 4277	chr5	1708785	1708868	-	7357.04897459829	1.14288798394659	0.219495652738911	FALSE	Up
102724465	LOC102724465	uncharacterized LOC102724465	chr15	87432058	87703852	-	5644.37370711938	-3.7300418767457	0.697926924033736	FALSE	Down
106478968	TRPC7-AS2	TRPC7 antisense RNA 2	chr5	136303757	136316100	+	6896.47036632057	-1.67674117508825	0.000453281588975407	TRUE	Down
105378712	LINC02808	long intergenic non-protein coding RNA 2808	chr1	50265742	50321192	-	6476.29226298304	-1.36336640735964	0.0913038010006761	FALSE	Down
379	ARL4D	ADP ribosylation factor like GTPase 4D	chr17	43398993	43401137	+	5288.61248651519	-0.0860872575851234	0.00898402920208934	FALSE	Down
57162	PELI1	pellino E3 ubiquitin protein ligase 1	chr2	64092652	64144420	-	6467.41496508941	0.376117459155916	0.345507735030875	FALSE	Up
191	AHCY	adenosylhomocysteinase	chr20	34234840	34311802	-	8342.14978618314	-1.2587164489913	0.0873759674701922	FALSE	Down
101927571	LOC101927571	uncharacterized LOC101927571	chr18	22723491	22907721	-	3464.16790373391	0.892700420728443	0.00229376152342783	FALSE	Up
124907986	LOC124907986	uncharacterized LOC124907986	chr2	223052200	223198399	+	6221.11194465775	-0.222614360023554	2.3689133485633e-06	FALSE	Down
2064	ERBB2	erb-b2 receptor tyrosine kinase 2	chr17	39687914	39728662	+	6635.32099731499	0.107954327580298	0.000119427547383516	FALSE	Up
101927865	MYOSLID-AS1	MYOSLID antisense RNA 1	chr2	207186717	207254252	-	4450.63829078339	-4.76382430282625	0.000293520244458574	TRUE	Down
113178	SCAMP4	secretory carrier membrane protein 4	chr19	1905214	1926013	+	7404.80909298407	-2.15706769110388	0.000393940602940197	TRUE	Down
105374667	EML6-AS1	EML6 antisense RNA 1	chr2	54747103	54750473	-	3727.22394679207	-0.970156717884472	0.766659346238711	FALSE	Down
200014	CC2D1B	coiled-coil and C2 domain containing 1B	chr1	52345723	52366205	-	423.239364004694	0.742094489189153	0.0191034357088827	FALSE	Up
5897	RAG2	recombination activating 2	chr11	36575574	36598279	-	4532.60420400882	1.17603188112406	8.22574193442857e-06	TRUE	Up
2053	EPHX2	epoxide hydrolase 2	chr8	27490781	27545564	+	8627.82148904866	0.964531673115172	0.000125392804571484	FALSE	Up
4084	MXD1	MAX dimerization protein 1	chr2	69897688	69942945	+	8144.06804651721	-3.15356369313968	0.00657893411802956	TRUE	Down
2214	FCGR3A	Fc gamma receptor IIIa	chr1	161541759	161631456	-	1673.92700845609	-0.408192464646445	0.00563555223196858	FALSE	Down
100423026	MIR4299	microRNA 4299	chr11	11656651	11656722	-	5840.17434840323	-1.57406695788673	1.88789851089967e-05	TRUE	Down
100506070	RBFADN	RBFA downstream neighbor	chr18	80034385	80095521	+	8127.79027704615	1.11691354880525	1.43822650444147e-05	TRUE	Up
3311	HSPA7	heat shock protein family A (Hsp70) member 7 (pseudogene)	chr1	161606291	161608217	+	3131.8630351685	1.20789067189487	0.000143302447671426	TRUE	Up
100505929	LINC01549	long intergenic non-protein coding RNA 1549	chr21	17438821	17450104	+	2663.68655652739	1.73291296505319	0.000399245117509406	TRUE	Up
399715	LINC02649	long intergenic non-protein coding RNA 2649	chr10	6271169	6353827	+	4133.77964985557	1.24132164424651	0.0356492609159776	TRUE	Up
1175	AP2S1	adaptor related protein complex 2 subunit sigma 1	chr19	46838136	46850846	-	1751.65503837401	-1.72650217024392	1.57895406630198e-05	TRUE	Down
112268462	LOC112268462	uncharacterized LOC112268462	chr4	4380982	4385257	+	118.200813611038	0.726063083323703	1.23403376362431e-05	FALSE	Up
101929337	LINC02037	long intergenic non-protein coding RNA 2037	chr3	194247617	194260720	+	9586.87940276461	0.514096259622176	1.71797297886252e-06	FALSE	Up
158062	LCN6	lipocalin 6	chr9	136741881	136748525	-	6094.67191539006	0.58188305266633	0.00252310993363475	FALSE	Up
83479	DDX59	DEAD-box helicase 59	chr1	200623896	200669907	-	7360.36414470757	1.31848283829197	1.87564925002372e-05	TRUE	Up
574472	MIR518F	microRNA 518f	chr19	53700015	53700101	+	8350.91183651239	2.15709479899138	0.133497280011546	FALSE	Up
4897	NRCAM	neuronal cell adhesion molecule	chr7	108147623	108456717	-	9015.4054235993	3.25555222919331	0.05161173636955	FALSE	Up
81619	TSPAN14	tetraspanin 14	chr10	80454265	80533124	+	1287.26114445133	-0.649651319519855	0.00912636836964542	FALSE	Down
100302210	MIR1909	microRNA 1909	chr19	1816159	1816238	-	3957.17436638428	0.47957016272655	1.16871355120503e-05	FALSE	Up
203190	LGI3	leucine rich repeat LGI family member 3	chr8	22146830	22157084	-	5387.34060300281	2.39781183750845	0.00216470157564959	TRUE	Up
11064	CNTRL	centriolin	chr9	121074660	121177729	+	1802.0488617965	0.820574804381097	0.000145763147118546	FALSE	Up
389332	SMIM32	small integral membrane protein 32	chr5	136191468	136193162	-	3144.00430141483	-1.52904980900536	0.000435642640193588	TRUE	Down
84856	LINC00839	long intergenic non-protein coding RNA 839	chr10	42475480	42495337	+	1556.07468815288	-0.106836699080512	0.388507849946006	FALSE	Down
11251	PTGDR2	prostaglandin D2 receptor 2	chr11	60850933	60855950	-	2160.16433279496	-0.356761725749753	0.108270246986356	FALSE	Down
121853075	PTPRT-DT	PTPRT divergent transcript	chr20	43189998	43202603	+	7337.63660302619	-0.226454278824374	0.0209767417130066	FALSE	Down
221143	EEF1AKMT1	EEF1A lysine methyltransferase 1	chr13	20728731	20773961	-	5354.63018182898	-0.653415510700271	2.29970724647727e-05	FALSE	Down
101930746	LINC00945	long intergenic non-protein coding RNA 945	chr21	33057829	33064983	+	6498.43667729525	1.39062602342404	0.000727089929916294	TRUE	Up
107986760	LOC107986760	uncharacterized LOC107986760	chr7	2614583	2622237	-	2297.09940100554	0.60851340628037	0.00102691345744553	FALSE	Up
23150	FRMD4B	FERM domain containing 4B	chr3	69168782	69542583	-	7704.41769395256	-0.517929055956482	0.199418727536675	FALSE	Down
85369	STRIP1	striatin interacting protein 1	chr1	110031577	110074641	+	4697.00715500396	0.368047133991563	0.00228499087253007	FALSE	Up
642559	POU5F1P3	POU class 5 homeobox 1 pseudogene 3	chr12	8133772	8134849	-	7298.27566609951	1.79355061816668	8.76786391970573e-06	TRUE	Up
124901067	LOC124901067	uncharacterized LOC124901067	chr5	133256492	133275977	+	9072.20540016424	2.55535422568212	0.425515459768165	FALSE	Up
79726	WDR59	WD repeat domain 59	chr16	74871362	75000173	-	2775.34550881945	-2.89353119174664	0.000128390741476027	TRUE	Down
653149	NBPF6	NBPF member 6	chr1	108420689	108471920	+	453.837187630124	-0.432277102202385	0.00229062491125728	FALSE	Down
101928036	HRAT17	heart tissue-associated transcript 17	chr7	112953282	112995696	-	2058.57589587336	-2.93222513405664	0.000109616017749523	TRUE	Down
166336	PRICKLE2	prickle planar cell polarity protein 2	chr3	64092236	64445476	-	2510.71257121395	-2.23122522366398	0.000188407886662571	TRUE	Down
3797	KIF3C	kinesin family member 3C	chr2	25926598	25982749	-	8154.03220421169	0.597590463998207	9.01893007197055e-05	FALSE	Up
692204	SNORD88C	small nucleolar RNA, C/D box 88C	chr19	50802328	50802418	-	3343.70795958675	-0.301790364134162	0.0200619403915921	FALSE	Down
55364	IMPACT	impact RWD domain protein	chr18	24426634	24453531	+	8217.15663858922	1.55154017332787	0.0185239568091331	TRUE	Up
107984158	LINC02935	long intergenic non-protein coding RNA 2935	chr10	112888735	112906111	+	8940.66498000873	0.0256505769098938	0.345628563792596	FALSE	Up
259307	IL4I1	interleukin 4 induced 1	chr19	49889654	49929539	-	588.347677171696	-1.62292734145319	0.00942563712904342	TRUE	Down
340419	RSPO2	R-spondin 2	chr8	107899316	108083642	-	8118.07868568692	4.07685064811778	2.57701871388567e-05	TRUE	Up
706	TSPO	translocator protein	chr22	43151547	43163242	+	1732.05877264496	-0.709044684057391	0.000484463124886966	FALSE	Down
10573	MRPL28	mitochondrial ribosomal protein L28	chr16	366969	371289	-	4774.40424475353	0.786446308093417	0.00574003424906941	FALSE	Up
6406	SEMG1	semenogelin 1	chr20	45207033	45209768	+	7788.23455312057	-1.29134364962338	0.00114517162647171	TRUE	Down
4622	MYH4	myosin heavy chain 4	chr17	10443290	10469559	-	1107.40502742585	-1.16003912923264	0.00663598849779131	TRUE	Down
105370103	LOC105370103	uncharacterized LOC105370103	chr13	20564708	20567045	-	7864.85851099948	1.82009354607843	1.30040381070834e-05	TRUE	Up
54971	BANP	BTG3 associated nuclear protein	chr16	87949244	88077318	+	6088.11549243052	0.428559172840253	0.00117736775419822	FALSE	Up
124906243	LOC124906243	uncharacterized LOC124906243	chr3	55335462	55350915	-	9668.65257381229	0.917302309552778	1.54890370387268e-06	FALSE	Up
60509	AGBL5	AGBL carboxypeptidase 5	chr2	27042364	27070622	+	5411.86389749171	2.33748488704813	0.02749296405184	TRUE	Up
57644	MYH7B	myosin heavy chain 7B	chr20	34955810	35002437	+	3809.78919712827	0.349217911730593	4.54286841627441e-06	FALSE	Up
2066	ERBB4	erb-b2 receptor tyrosine kinase 4	chr2	211375717	212538841	-	6923.96838912973	0.22439473758551	6.8319949026442e-06	FALSE	Up
389816	LRRC26	leucine rich repeat containing 26	chr9	137168758	137171984	-	8824.19439305784	1.16114791781283	0.0121021656051536	TRUE	Up
51729	WBP11	WW domain binding protein 11	chr12	14784582	14803486	-	5014.167396212	1.66191082320885	0.0765791591993089	FALSE	Up
26648	OR7E24	olfactory receptor family 7 subfamily E member 24	chr19	9247344	9252625	+	8457.77217729716	0.600728601586342	0.00204342109035568	FALSE	Up
105377962	LINC02534	long intergenic non-protein coding RNA 2534	chr6	115633540	115643916	-	812.575364841614	0.0413888618485113	0.00108843238232874	FALSE	Up
693170	MIR585	microRNA 585	chr5	169263601	169263694	-	6577.84103965154	1.3462956719947	0.168678960473543	FALSE	Up
817	CAMK2D	calcium/calmodulin dependent protein kinase II delta	chr4	113418054	113761927	-	3874.96820287779	2.4555044744046	0.601773024495826	FALSE	Up
647024	C6orf132	chromosome 6 open reading frame 132	chr6	42092233	42142620	-	2103.29410238657	-0.841301221987535	1.75639703109504e-05	FALSE	Down
102466658	MIR6510	microRNA 6510	chr17	41517164	41517217	-	9334.80871716514	0.0408219469823704	0.647595842397387	FALSE	Up
11227	GALNT5	polypeptide N-acetylgalactosaminyltransferase 5	chr2	157257705	157318491	+	9158.68104539113	-3.12236176969958	0.00447868648737768	TRUE	Down
100996681	LOC100996681	uncharacterized LOC100996681	chr19	33555568	33557470	+	483.38318301132	4.83039825104602	1.86697373991291e-05	TRUE	Up
29083	GTPBP8	GTP binding protein 8 (putative)	chr3	112990984	113015060	+	6519.78684450733	-0.136949155901735	6.19269658509865e-06	FALSE	Down
100129066	LINC03062	long intergenic non-protein coding RNA 3062	chr9	89639750	89719760	+	5605.43246503454	-1.27446405789396	5.79920993838453e-06	TRUE	Down
10010	TANK	TRAF family member associated NFKB activator	chr2	161136908	161236230	+	5384.31722917594	-0.570687644463968	2.75046397755097e-06	FALSE	Down
170961	ANKRD24	ankyrin repeat domain 24	chr19	4182689	4224814	+	9438.70074932929	1.16881065127286	1.37983985017664e-05	TRUE	Up
10100	TSPAN2	tetraspanin 2	chr1	115048011	115089503	-	4990.52614984568	3.57569033223403	2.82962839986659e-06	TRUE	Up
283106	CSNK2A3	casein kinase 2 alpha 3	chr11	11351942	11353250	-	3258.66310259094	2.74657511176365	4.10822586633651e-05	TRUE	Up
23783	ANKRD62P1-PARP4P3	ANKRD62P1-PARP4P3 readthrough, transcribed pseudogene	chr22	16653892	16679493	-	4838.08042440331	0.758818166641817	0.00104518404507265	FALSE	Up
219995	MS4A15	membrane spanning 4-domains A15	chr11	60756867	60776733	+	6935.14051798033	-2.02949588123237	0.153456570220426	FALSE	Down
729305	LINC02714	long intergenic non-protein coding RNA 2714	chr11	134735596	134763810	+	7669.489950391	1.23206108577875	8.03233856081e-06	TRUE	Up
6789	STK4	serine/threonine kinase 4	chr20	44966494	45080021	+	3160.94609577442	-1.74736063818294	2.16393674258585e-05	TRUE	Down
30848	CTAG2	cancer/testis antigen 2	chrX	154651972	154653579	-	326.197318825871	0.318819622246946	5.10167219914335e-05	FALSE	Up
112268146	LOC112268146	uncharacterized LOC112268146	chr15	51315841	51321996	+	6596.57238576096	-1.19913194207749	0.164189453537805	FALSE	Down
107986895	LOC107986895	uncharacterized LOC107986895	chr8	86707547	86818558	+	2132.10082516074	0.933657053090396	6.84104845899125e-05	FALSE	Up
2867	FFAR2	free fatty acid receptor 2	chr19	35448257	35451767	+	921.575063553173	1.26929855277135	1.84104945906138e-06	TRUE	Up
1364	CLDN4	claudin 4	chr7	73830996	73832690	+	9821.62507980363	-1.24983277557908	0.0574994235861419	FALSE	Down
51751	HIGD1B	HIG1 hypoxia inducible domain family member 1B	chr17	44846353	44850476	+	2679.91066568298	1.98655001509683	2.19664234622834e-06	TRUE	Up
85480	TSLP	thymic stromal lymphopoietin	chr5	111070062	111078026	+	3134.26801514579	-3.15553788381424	0.439123596891558	FALSE	Down
89958	SAPCD2	suppressor APC domain containing 2	chr9	137062127	137070557	-	8576.23039396945	-1.61148509162573	0.000147840177300456	TRUE	Down
102724859	LOC102724859	uncharacterized LOC102724859	chr16	49282021	49338405	+	2089.67096012551	0.942474476661113	2.37473601009547e-06	FALSE	Up
107986946	LOC107986946	uncharacterized LOC107986946	chr8	62248854	63014681	+	9889.04910336249	1.47700944894345	2.78551072804285e-05	TRUE	Up
79763	ISOC2	isochorismatase domain containing 2	chr19	55452985	55462343	-	7788.21711061057	-0.790545143479843	0.157703313776367	FALSE	Down
728780	ANKDD1B	ankyrin repeat and death domain containing 1B	chr5	75611182	75681773	+	3359.89897007355	0.483017137185163	0.00621906658306737	FALSE	Up
6307	MSMO1	methylsterol monooxygenase 1	chr4	165327667	165343164	+	6217.82884280896	-2.99529478763865	9.05117770258938e-06	TRUE	Down
105370607	LINC02309	long intergenic non-protein coding RNA 2309	chr14	86332376	86401285	+	6463.31736384891	0.178724955515045	5.08006821284483e-06	FALSE	Up
55534	MAML3	mastermind like transcriptional coactivator 3	chr4	139716753	140154184	-	553.52977094939	-1.48586793375667	0.00148146896331743	TRUE	Down
100505746	ITGB2-AS1	ITGB2 antisense RNA 1	chr21	44921051	44929678	+	8876.98537419317	-0.311977385237105	0.0125147881489336	FALSE	Down
5095	PCCA	propionyl-CoA carboxylase subunit alpha	chr13	100089015	100530437	+	6590.16932616942	-1.59505560975925	5.99345179674532e-05	TRUE	Down
641776	SPDYE14	speedy/RINGO cell cycle regulator family member E14	chr7	75307376	75317429	+	4118.81316683721	0.0269257292344844	0.431921373280466	FALSE	Up
168537	GIMAP7	GTPase, IMAP family member 7	chr7	150514872	150521073	+	3472.02712797793	0.156282396780397	0.0239633136853617	FALSE	Up
79947	DHDDS	dehydrodolichyl diphosphate synthase subunit	chr1	26432282	26471306	+	5583.10323547805	1.0297082004688	0.0123455719160232	TRUE	Up
471	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	chr2	215311956	215349773	+	2238.04982445436	0.491471055464288	0.000170464297352607	FALSE	Up
1538	CYLC1	cylicin 1	chrX	83861126	83886699	+	7756.40837579267	-1.71638499438625	3.16914104717255e-05	TRUE	Down
677766	SCARNA2	small Cajal body-specific RNA 2	chr1	109100193	109100619	+	7289.77817950072	0.899232150204336	1.85753692241002e-06	FALSE	Up
102465514	MIR6854	microRNA 6854	chr9	98229149	98229217	-	95.7738092378713	4.04541470434805	2.23688062145941e-05	TRUE	Up
105379839	LOC105379839	uncharacterized LOC105379839	chr9	122940539	122941260	-	9639.58802101435	-1.8202393117238	0.00438267627807759	TRUE	Down
100132735	FILNC1	FOXO induced long non-coding RNA 1	chr6	139677639	139860476	+	7350.10604385287	-1.42331507222753	0.134484581246294	FALSE	Down
124906237	LOC124906237	uncharacterized LOC124906237	chr3	51668592	51671176	-	2106.77215609234	-0.948553358679337	0.0119233239724739	FALSE	Down
5700	PSMC1	proteasome 26S subunit, ATPase 1	chr14	90256527	90275429	+	1930.98258384736	0.12815323281393	3.6966651961066e-06	FALSE	Up
102724023	LOC102724023	glutamine amidotransferase class 1 domain containing 3B	chr21	5116341	5128369	-	187.725109360181	-0.468208984444592	0.161634959140394	FALSE	Down
101928917	HSFX3	heat shock transcription factor family, X-linked member 3	chrX	149548210	149549924	-	5437.45753035881	-1.42802033400317	0.000583908237015143	TRUE	Down
9962	SLC23A2	solute carrier family 23 member 2	chr20	4852356	5010293	-	732.245212018024	0.954856148716144	0.00106871729865488	FALSE	Up
103106903	LINC01276	long intergenic non-protein coding RNA 1276	chr6	41499033	41519852	+	3742.77779278578	-0.256379938755754	0.00234713264583885	FALSE	Down
3858	KRT10	keratin 10	chr17	40818117	40822614	-	7722.40473636426	-2.91877647747981	0.000225155518057921	TRUE	Down
26508	HEYL	hes related family bHLH transcription factor with YRPW motif like	chr1	39623435	39639643	-	4700.39313021349	0.0282458350160935	4.02554765152695e-06	FALSE	Up
100129482	ZNF37BP	zinc finger protein 37B, pseudogene	chr10	42513510	42552832	-	1757.58480560966	0.941483582389912	7.10339240126072e-05	FALSE	Up
100616428	MIR548AM	microRNA 548am	chrX	16627012	16627085	-	8218.05441264995	-2.85984517281025	1.16207902829793e-06	TRUE	Down
105375643	LOC105375643	uncharacterized LOC105375643	chr8	93259667	93297976	+	9811.02416466223	0.248107329219222	6.64883669788987e-05	FALSE	Up
161253	REM2	RRAD and GEM like GTPase 2	chr14	22883222	22887678	+	6266.48627471179	-0.752614431242943	4.40150099867548e-05	FALSE	Down
9530	BAG4	BAG cochaperone 4	chr8	38176533	38213301	+	5067.54788720049	-0.552495273818333	0.148487454342876	FALSE	Down
79097	TRIM48	tripartite motif containing 48	chr11	55262155	55271114	+	3048.67657887517	0.97528261806676	0.518569935209971	FALSE	Up
731223	LINC01220	long intergenic non-protein coding RNA 1220	chr14	75294404	75298109	+	1277.8581755003	0.207031572081822	0.0118194264221897	FALSE	Up
5597	MAPK6	mitogen-activated protein kinase 6	chr15	51952106	52067375	+	5459.33504565852	1.22819013719975	2.17800603317304e-05	TRUE	Up
677850	SNORD1C	small nucleolar RNA, C/D box 1C	chr17	76557769	76560433	+	6314.781526234	0.544117834302537	0.0058502689033741	FALSE	Up
84277	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30	chr7	73680918	73683453	-	8154.06036250293	1.49648422982878	0.0245087604357588	TRUE	Up
389941	C1QL3	complement C1q like 3	chr10	16513734	16521879	-	197.115873903967	-1.41574962735728	0.134829356585039	FALSE	Down
100873969	GPC5-AS1	GPC5 antisense RNA 1	chr13	92701389	92721614	-	7017.78500741348	0.570955940978888	0.000324410755559302	FALSE	Up
348180	CTU2	cytosolic thiouridylase subunit 2	chr16	88706483	88715396	+	3863.45986551838	-3.87468058510642	2.82747258019163e-05	TRUE	Down
51222	ZNF219	zinc finger protein 219	chr14	21090077	21104722	-	734.232664965093	0.0616803592970699	0.175268584290909	FALSE	Up
124904048	LOC124904048	uncharacterized LOC124904048	chr17	68096046	68101496	-	4424.3547309353	-0.262954278911677	0.000156753817360324	FALSE	Down
79156	PLEKHF1	pleckstrin homology and FYVE domain containing 1	chr19	29665459	29675477	+	25.6138562294655	0.974930936876516	4.28318943621612e-05	FALSE	Up
84066	TEX35	testis expressed 35	chr1	178513109	178548602	+	6459.1986520309	-2.20110183318997	0.228497988175	FALSE	Down
107986633	LOC107986633	uncharacterized LOC107986633	chr6	112154765	112166476	+	6480.85576694692	-0.572718694286492	8.92821499631406e-06	FALSE	Down
107985404	LOC107985404	uncharacterized LOC107985404	chr20	45375477	45407889	-	7055.15554670477	2.04275103875169	4.24294052996932e-06	TRUE	Up
79742	DIPK2B	divergent protein kinase domain 2B	chrX	45148373	45200901	-	3582.90815223241	1.84305846821207	0.000274474760974189	TRUE	Up
101928569	LINC02101	long intergenic non-protein coding RNA 2101	chr5	58107631	58122375	-	5141.10988327535	3.75484845039957	9.14583311727152e-06	TRUE	Up
3980	LIG3	DNA ligase 3	chr17	34980512	35009743	+	6576.20202753227	-0.554496463782424	1.60425161279497e-06	FALSE	Down
105376466	MPP7-DT	MPP7 divergent transcript	chr10	28303300	28307658	+	3034.14792635012	0.722542985020491	0.932556789950675	FALSE	Up
783	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2	chr10	18140424	18543557	+	6235.22727319505	1.49698148662234	0.576824018509408	FALSE	Up
5858	PZP	PZP alpha-2-macroglobulin like	chr12	9148840	9208395	-	8378.35608968511	-1.45116766991266	0.0328933566233484	TRUE	Down
100500889	MIR3657	microRNA 3657	chr12	112037599	112037715	-	3210.43519743951	-1.30598251319341	0.000399116879628507	TRUE	Down
100034743	PDZK1P1	PDZ domain containing 1 pseudogene 1	chr1	147993862	148014956	-	1877.8439201531	0.661118953700283	0.27536950905571	FALSE	Up
119504	ANAPC16	anaphase promoting complex subunit 16	chr10	72216000	72235860	+	6458.19752313197	-0.594100895342773	0.00847540428971458	FALSE	Down
1539	CYLC2	cylicin 2	chr9	102995311	103018488	+	6268.8600586704	-0.67665499344132	1.30665828722694e-06	FALSE	Down
11171	STRAP	serine/threonine kinase receptor associated protein	chr12	15882387	15903478	+	7183.17729692441	-0.595295175163535	1.29138467395795e-06	FALSE	Down
442910	MIR345	microRNA 345	chr14	100307859	100307956	+	3237.07881870214	-0.752930042990148	9.51571970988939e-05	FALSE	Down
152110	NEK10	NIMA related kinase 10	chr3	27106484	27369460	-	8326.67233461514	-1.58363404404958	0.00140770805991233	TRUE	Down
101929454	LINC02149	long intergenic non-protein coding RNA 2149	chr5	15112120	15266541	-	4588.98606972303	1.50138490220919	0.00340467785407336	TRUE	Up
102724517	LOC102724517	uncharacterized LOC102724517	chr17	28041737	28048926	+	5402.91884850711	-3.22120706429147	0.000140729189799324	TRUE	Down
390271	OR8B3	olfactory receptor family 8 subfamily B member 3	chr11	124395534	124399024	-	1145.82677392522	-0.128924265732831	4.41754930418084e-05	FALSE	Down
11108	PRDM4	PR/SET domain 4	chr12	107732871	107761272	-	1917.44513527257	1.45154636629936	0.00313991480651733	TRUE	Up
101929486	LINC01722	long intergenic non-protein coding RNA 1722	chr20	12865202	12952519	-	1169.42373599391	1.91999991751611	0.00207119322768108	TRUE	Up
105370423	LINC02281	long intergenic non-protein coding RNA 2281	chr14	28800084	28830204	-	4218.26853062492	-0.223498333480647	0.471848851169655	FALSE	Down
148266	ZNF569	zinc finger protein 569	chr19	37411155	37469275	-	7566.25790521735	-0.966163427286447	4.08132447461007e-06	FALSE	Down
10980	COPS6	COP9 signalosome subunit 6	chr7	100088969	100092187	+	1089.28238048917	-1.36247977607349	5.43448308521122e-05	TRUE	Down
443	ASPA	aspartoacylase	chr17	3472374	3503405	+	9039.79824467097	1.97640269535582	0.0179262491299503	TRUE	Up
5763	PTMS	parathymosin	chr12	6765516	6770952	+	5551.36736657703	0.246629405689242	0.0332118893540677	FALSE	Up
124900257	LOC124900257	U8 small nucleolar RNA	chr8	71815494	71815625	-	9335.17140228301	0.463457445968894	0.00127832813574808	FALSE	Up
147407	SLC25A52	solute carrier family 25 member 52	chr18	31759584	31760880	-	767.95154186897	0.0269108322970932	0.0121036970412594	FALSE	Up
390937	ERFL	ETS repressor factor like	chr19	41907704	41928449	-	5357.226736343	-0.315504429065234	0.0114408173645958	FALSE	Down
105375118	LOC105375118	uncharacterized LOC105375118	chr7	329776	333172	-	9828.0437071668	0.954355386487793	1.33155009491272e-06	FALSE	Up
84312	BRMS1L	BRMS1 like transcriptional repressor	chr14	35826338	35932325	+	8863.41091000242	-0.513137920108895	1.88835968360954e-05	FALSE	Down
150967	LINC01963	long intergenic non-protein coding RNA 1963	chr2	216217045	216220192	+	311.635125696193	1.00946262679662	0.0551955123881322	FALSE	Up
